17.88,16.54,0.49,0.15,0.74,-0.48,2.81,-10.13,37.88,1699017798174
84.29,-7.63,-10.56,-0.08,0.88,-1.39,2.81,-10.13,37.88,1699017798175
-120.18,34.61,17.4,0.17,0.76,-0.49,2.81,-10.13,37.88,1699017798175
-18.86,8.18,3.42,0.17,0.81,-0.54,2.81,-10.13,37.88,1699017798176
11.84,-1.04,-0.18,0.17,0.82,-0.53,2.81,-10.13,37.88,1699017798176
6.71,-0.92,1.22,0.16,0.83,-0.53,3.69,-9.99,37.74,1699017798177
2.01,-0.85,2.14,0.16,0.83,-0.52,3.69,-9.99,37.74,1699017798177
0.67,-1.16,2.32,0.16,0.83,-0.52,3.69,-9.99,37.74,1699017798177
-0.18,-1.34,1.95,0.16,0.83,-0.52,3.69,-9.99,37.74,1699017798178
-1.22,-1.22,1.28,0.17,0.83,-0.53,3.69,-9.99,37.74,1699017798178
-1.46,-0.55,0.49,0.18,0.83,-0.53,3.69,-9.99,37.74,1699017798179
-0.73,0.43,0.0,0.18,0.84,-0.53,2.86,-10.55,38.77,1699017798179
-0.18,0.98,-0.18,0.17,0.83,-0.52,2.86,-10.55,38.77,1699017798180
-0.18,1.22,-0.31,0.17,0.83,-0.52,2.86,-10.55,38.77,1699017798181
-0.79,1.53,-0.49,0.17,0.83,-0.52,2.86,-10.55,38.77,1699017798182
-1.59,1.59,-0.49,0.17,0.83,-0.53,2.86,-10.55,38.77,1699017798182
-2.08,1.53,-0.55,0.17,0.82,-0.53,2.86,-10.55,38.77,1699017798183
-2.5,1.59,-0.49,0.18,0.82,-0.54,3.41,-10.85,38.37,1699017798184
-2.5,1.77,-0.12,0.18,0.82,-0.54,3.41,-10.85,38.37,1699017798185
-1.46,1.77,0.0,0.17,0.82,-0.54,3.41,-10.85,38.37,1699017798185
-0.18,1.83,0.18,0.17,0.83,-0.54,3.41,-10.85,38.37,1699017798186
0.24,1.53,0.24,0.16,0.82,-0.53,3.41,-10.85,38.37,1699017798187
0.24,1.04,0.37,0.15,0.82,-0.53,3.41,-10.85,38.37,1699017798187
